temp,heat-cap
3.222464,3917.520484
3.230480,3118.782524
3.238496,3031.792107
3.246512,2975.532521
3.254528,3397.755654
3.262543,1765.028340
3.270559,2356.655427
3.278575,3177.764250
3.286591,2392.179144
3.294607,2997.234345
3.302623,2552.606219
3.310638,3724.217068
3.318654,3270.106541
3.326670,3527.207914
3.334686,2784.717510
3.342702,2241.905291
3.350718,2906.389374
3.358733,3018.294754
3.366749,2274.857019
3.374765,2554.337364
3.382781,3755.204004
3.390797,2942.513516
3.398813,2468.491746
3.406828,2615.987319
3.414844,2442.258933
3.422860,2658.033996
3.430876,2713.900961
3.438892,1999.736660
3.446908,1531.427393
3.454923,2604.126654
3.462939,1465.914954
3.470955,2859.438336
3.478971,2371.193677
3.486987,3229.017799
3.495003,2258.107141
3.503018,2052.550174
3.511034,2721.261291
3.519050,2280.673156
3.527066,2742.283916
3.535082,2280.972834
3.543098,1477.903314
3.551113,1672.254844
3.559129,1777.309783
3.567145,2111.066031
3.575161,2166.915709
3.583177,1740.170052
3.591193,2365.811506
3.599208,2289.460319
3.607224,1758.767453
3.615240,2187.603458
3.623256,2336.949851
3.631272,2537.996681
3.639288,2965.781453
3.647303,2532.297456
3.655319,1795.746340
3.663335,2302.662361
3.671351,2604.084059
3.679367,1906.525099
3.687383,3126.528701
3.695398,1565.494246
3.703414,1630.974872
3.711430,2393.878120
3.719446,2227.829702
3.727462,2099.452201
3.735478,1983.114032
3.743493,2520.715171
3.751509,1743.584044
3.759525,1287.223127
3.767541,2662.324922
3.775557,2674.637376
3.783573,3102.903165
3.791588,2713.003799
3.799604,1332.236373
3.807620,1938.946085
3.815636,1787.757605
3.823652,2213.019042
3.831668,1746.181876
3.839683,1795.363433
3.847699,2026.244022
3.855715,1410.257576
3.863731,939.488152
3.871747,1086.087276
3.879763,2306.900178
3.887778,1483.476448
3.895794,1621.722207
3.903810,1700.904678
3.911826,1227.928984
3.919842,1440.640135
3.927858,2016.183086
3.935873,1260.604312
3.943889,1902.591296
3.951905,1586.933177
3.959921,1228.317309
3.967937,1552.862233
3.975953,1470.086226
3.983968,2102.114816
3.991984,1393.433249
4.000000,976.286146
