temp,energy
2.004008,-1.741996328
2.005511,-1.738505678
2.007014,-1.740672304
2.008517,-1.739087351
2.01002,-1.737220088
2.011523,-1.737756104
2.013026,-1.736797317
2.014529,-1.730672573
2.016032,-1.733315936
2.017535,-1.730832633
2.019038,-1.731041538
2.020541,-1.728961117
2.022044,-1.729909289
2.023547,-1.727839131
2.02505,-1.721880709
2.026553,-1.724161029
2.028056,-1.726459824
2.029559,-1.725138635
2.031062,-1.721902731
2.032565,-1.721710843
2.034068,-1.719516184
2.035571,-1.716323768
2.037074,-1.719681918
2.038577,-1.706703736
2.04008,-1.716026975
2.041583,-1.712436773
2.043086,-1.713527095
2.044589,-1.710206727
2.046092,-1.708185145
2.047595,-1.707465886
2.049098,-1.707481485
2.050601,-1.710006374
2.052104,-1.704968573
2.053607,-1.706720961
2.05511,-1.700952621
2.056613,-1.702299295
2.058116,-1.699842563
2.059619,-1.697968525
2.061122,-1.698342923
2.062625,-1.695926418
2.064128,-1.693001714
2.065631,-1.692469618
2.067134,-1.688766939
2.068637,-1.692937786
2.07014,-1.686625149
2.071643,-1.687114583
2.073146,-1.687799736
2.074649,-1.685479207
2.076152,-1.68610782
2.077655,-1.68288175
2.079158,-1.679690583
2.080661,-1.679461542
2.082164,-1.679464553
2.083667,-1.67683801
2.08517,-1.675958887
2.086673,-1.674861546
2.088176,-1.675998835
2.089679,-1.673556216
2.091182,-1.668622871
2.092685,-1.668365778
2.094188,-1.667538478
2.095691,-1.670089618
2.097194,-1.667926194
2.098697,-1.665439732
2.1002,-1.662531419
2.101703,-1.654988921
2.103206,-1.648883031
2.104709,-1.658052609
2.106212,-1.653818478
2.107715,-1.65795638
2.109218,-1.654030643
2.110721,-1.644314246
2.112224,-1.650591347
2.113727,-1.650267399
2.11523,-1.647237077
2.116733,-1.641139291
2.118236,-1.644333698
2.119739,-1.63996191
2.121242,-1.636523972
2.122745,-1.642159335
2.124248,-1.632907491
2.125752,-1.634589634
2.127255,-1.62912589
2.128758,-1.633136432
2.130261,-1.631610074
2.131764,-1.629589822
2.133267,-1.62495158
2.13477,-1.626670975
2.136273,-1.626378755
2.137776,-1.618274807
2.139279,-1.621500392
2.140782,-1.618490571
2.142285,-1.616617902
2.143788,-1.61762583
2.145291,-1.613418899
2.146794,-1.611551632
2.148297,-1.610660192
2.1498,-1.611431163
2.151303,-1.608747019
2.152806,-1.60769618
2.154309,-1.608721469
2.155812,-1.603875395
2.157315,-1.598860188
2.158818,-1.597731295
2.160321,-1.597278422
2.161824,-1.599694803
2.163327,-1.592935319
2.16483,-1.590094507
2.166333,-1.588179427
2.167836,-1.583233109
2.169339,-1.586969626
